6655	6655
8394	1739
10107	1713
11307	1200
11503	196
11639	136
11766	127
11889	123
12002	113
12112	110
12220	108
12324	104
12425	101
12521	96
12616	95
12710	94
12804	94
12896	92
12985	89
13074	89
13162	88
13247	85
13329	82
13411	82
13490	79
13568	78
13645	77
13722	77
13799	77
13875	76
13950	75
14025	75
14100	75
14174	74
14247	73
14318	71
